Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
224,Brandon Powell,LAR,27,WR,17,6,32,24,75.00%,156,6.5,0,7,40.6,16,4.9,1.4,9.2,1
225,Sterling Shepard,NYG,29,WR,3,2,24,13,54.20%,154,11.8,1,4,29.2,65,6.4,4.3,51.3,0
226,DeSean Jackson,BAL,36,WR,7,1,17,9,52.90%,153,17,0,5,47.1,62,9,1.3,21.9,0
227,Clyde Edwards-Helaire,KAN,23,RB,10,6,23,17,73.90%,151,8.9,3,11,60.9,25,6.6,1.7,15.1,0
228,Connor Heyward,PIT,23,TE,17,0,17,12,70.60%,151,12.6,1,6,58.8,45,8.9,0.7,8.9,0
229,MyCole Pruitt,ATL,30,TE,13,4,21,16,76.20%,150,9.4,4,10,61.9,29,7.1,1.2,11.5,0
230,Zach Pascal,PHI,28,WR,17,2,19,15,78.90%,150,10,1,9,63.2,34,7.9,0.9,8.8,0
231,Josh Oliver,BAL,25,TE,17,9,25,14,56.00%,149,10.6,2,7,48,40,6,0.8,8.8,0
232,Eric Saubert,DEN,28,TE,17,6,24,15,62.50%,148,9.9,1,6,37.5,25,6.2,0.9,8.7,0
233,Braxton Berrios,NYJ,27,WR,17,2,32,18,56.30%,145,8.1,0,8,34.4,25,4.5,1.1,8.5,1
234,O.J. Howard,HOU,28,TE,13,10,23,10,43.50%,145,14.5,2,6,34.8,26,6.3,0.8,11.2,0
235,Jonathan Taylor,IND,23,RB,11,11,40,28,70.00%,143,5.1,0,4,32.5,19,3.6,2.5,13,3
236,Dyami Brown,WAS,23,WR,15,0,14,5,35.70%,143,28.6,2,5,35.7,75,10.2,0.3,9.5,0
237,Keelan Cole,LVR,29,WR,14,3,21,10,47.60%,141,14.1,1,8,47.6,30,6.7,0.7,10.1,1
238,Tom Kennedy,DET,26,WR,7,1,15,8,53.30%,141,17.6,0,7,53.3,44,9.4,1.1,20.1,0
239,Johnny Mundt,MIN,28,TE,17,12,21,19,90.50%,140,7.4,1,9,66.7,17,6.7,1.1,8.2,0
240,Mitchell Wilcox,CIN,26,TE,16,4,18,17,94.40%,139,8.2,1,6,66.7,19,7.7,1.1,8.7,0
241,Tyler Allgeier,ATL,22,RB,16,7,17,16,94.10%,139,8.7,1,8,58.8,26,8.2,1,8.7,0
242,Cedrick Wilson Jr.,MIA,27,WR,15,0,18,12,66.70%,136,11.3,0,8,61.1,21,7.6,0.8,9.1,0
243,Byron Pringle,CHI,29,WR,11,4,16,10,62.50%,135,13.5,2,8,56.3,35,8.4,0.9,12.3,0
244,Dan Arnold,JAX,27,TE,17,0,13,9,69.20%,135,15,0,5,53.8,26,10.4,0.5,7.9,0
245,Jeff Smith,NYJ,25,WR,11,0,11,8,72.70%,134,16.8,0,5,63.6,50,12.2,0.7,12.2,0
246,Latavius Murray,2TM,32,RB,13,7,35,27,77.10%,132,4.9,0,4,25.7,15,3.8,2.1,10.2,1
247,Zach Gentry,PIT,26,TE,17,13,23,19,82.60%,132,6.9,0,6,39.1,32,5.7,1.1,7.8,0
248,Tanner Hudson,NYG,28,TE,11,0,15,10,66.70%,132,13.2,0,8,60,27,8.8,0.9,12,0
249,Isiah Pacheco,KAN,23,RB,17,11,14,13,92.90%,130,10,0,7,64.3,32,9.3,0.8,7.6,4
250,Donald Parham,LAC,25,TE,6,1,12,10,83.30%,130,13,1,5,83.3,24,10.8,1.7,21.7,0
251,Durham Smythe,MIA,27,TE,16,15,20,15,75.00%,129,8.6,1,7,55,26,6.5,0.9,8.1,0
252,Brevin Jordan,HOU,22,TE,11,3,28,14,50.00%,128,9.1,0,7,39.3,20,4.6,1.3,11.6,0
253,Jamycal Hasty,JAX,26,RB,17,0,26,20,76.90%,126,6.3,1,7,30.8,28,4.8,1.2,7.4,0
254,DeeJay Dallas,SEA,24,RB,15,0,19,17,89.50%,126,7.4,0,5,57.9,41,6.6,1.1,8.4,1
255,Jack Stoll,PHI,24,TE,17,11,14,11,78.60%,123,11.2,0,5,71.4,26,8.8,0.6,7.2,0
256,Cordarrelle Patterson,ATL,31,RB,13,11,31,21,67.70%,122,5.8,0,6,38.7,16,3.9,1.6,9.4,1
257,T.Y. Hilton,DAL,33,WR,3,0,10,7,70.00%,121,17.3,0,5,60,52,12.1,2.3,40.3,0
258,Matt Breida,NYG,27,RB,17,1,25,20,80.00%,118,5.9,0,5,36,16,4.7,1.2,6.9,0
259,Lawrence Cager,2TM,25,WR,7,4,19,13,68.40%,118,9.1,1,8,52.6,20,6.2,1.9,16.9,0
260,Cam Akers,LAR,23,RB,15,9,18,13,72.20%,117,9,0,8,50,18,6.5,0.9,7.8,2
261,Pharaoh Brown,2TM,28,TE,16,8,20,12,60.00%,117,9.8,0,6,40,30,5.9,0.8,7.3,0
262,Craig Reynolds,DET,26,RB,9,0,10,9,90.00%,116,12.9,0,5,70,36,11.6,1,12.9,0
263,N'Keal Harry,CHI,25,WR,7,0,9,7,77.80%,116,16.6,1,4,77.8,49,12.9,1,16.6,0
264,Josiah Deguara,GNB,25,TE,17,3,15,13,86.70%,114,8.8,0,4,80,25,7.6,0.8,6.7,0
265,James Mitchell,DET,23,TE,14,0,11,11,100.00%,113,10.3,1,7,100,22,10.3,0.8,8.1,0
266,Teagan Quitoriano,HOU,22,TE,9,6,14,7,50.00%,113,16.1,2,5,42.9,52,8.1,0.8,12.6,0
267,Breshad Perriman,TAM,29,WR,11,3,19,9,47.40%,110,12.2,1,5,31.6,28,5.8,0.8,10,2
268,Brycen Hopkins,LAR,25,TE,14,1,11,7,63.60%,109,15.6,0,5,54.5,22,9.9,0.5,7.8,0
269,John Bates,WAS,25,TE,16,7,22,14,63.60%,108,7.7,1,4,50,20,4.9,0.9,6.8,1
270,Jody Fortson,KAN,27,TE,13,1,13,9,69.20%,108,12,2,6,69.2,40,8.3,0.7,8.3,1
271,Velus Jones Jr.,CHI,25,WR,12,2,14,7,50.00%,107,15.3,1,4,28.6,44,7.6,0.6,8.9,3
272,David Sills,NYG,26,WR,9,5,17,11,64.70%,106,9.6,0,7,52.9,24,6.2,1.2,11.8,0
273,Alec Ingold,MIA,26,FB,17,14,23,15,65.20%,105,7,1,4,52.2,17,4.6,0.9,6.2,0
274,Ross Dwelley,SFO,27,TE,12,0,5,3,60.00%,105,35,1,3,60,56,21,0.3,8.8,0
275,Dare Ogunbowale,HOU,28,RB,17,4,26,20,76.90%,104,5.2,0,5,34.6,23,4,1.2,6.1,0
276,Steven Sims,PIT,25,WR,12,2,23,14,60.90%,104,7.4,0,5,43.5,28,4.5,1.2,8.7,3
277,Jalen Reagor,MIN,23,WR,17,0,13,8,61.50%,104,13,1,5,53.8,38,8,0.5,6.1,4
278,Peyton Hendershot,DAL,23,TE,17,2,16,11,68.80%,103,9.4,2,8,50,29,6.4,0.6,6.1,1
279,Darrell Henderson,LAR,25,RB,10,7,22,17,77.30%,102,6,0,5,50,15,4.6,1.7,10.2,0
280,River Cracraft,MIA,28,WR,11,0,14,9,64.30%,102,11.3,2,8,57.1,22,7.3,0.8,9.3,0
281,Joshua Kelley,LAC,25,RB,13,1,25,14,56.00%,101,7.2,0,4,44,22,4,1.1,7.8,0
282,Justin Jackson,DET,26,RB,16,0,19,12,63.20%,101,8.4,1,7,52.6,15,5.3,0.8,6.3,0
283,Zonovan Knight,NYJ,21,RB,7,4,14,13,92.90%,100,7.7,0,5,71.4,16,7.1,1.9,14.3,2
284,Anthony Firkser,ATL,27,FB,11,1,13,9,69.20%,100,11.1,0,5,38.5,22,7.7,0.8,9.1,0
285,Giovanni Ricci,CAR,26,TE,15,3,9,8,88.90%,100,12.5,0,3,55.6,32,11.1,0.5,6.7,0
286,Marcus Johnson,NYG,28,WR,14,7,22,9,40.90%,99,11,0,6,36.4,18,4.5,0.6,7.1,0
287,Marlon Mack,2TM,26,RB,8,0,10,8,80.00%,99,12.4,1,2,40,66,9.9,1,12.4,0
288,Damien Harris,NWE,25,RB,11,9,23,17,73.90%,97,5.7,0,4,43.5,15,4.2,1.5,8.8,0
289,Mike Boone,DEN,27,RB,9,0,15,9,60.00%,96,10.7,0,2,13.3,34,6.4,1,10.7,0
290,Albert Okwuegbunam,DEN,24,TE,8,1,18,10,55.60%,95,9.5,1,4,44.4,25,5.3,1.3,11.9,0
291,Raheem Blackshear,CAR,23,RB,13,1,12,10,83.30%,93,9.3,0,3,50,27,7.8,0.8,7.2,1
292,Ezekiel Elliott,DAL,27,RB,15,14,23,17,73.90%,92,5.4,0,4,39.1,31,4,1.1,6.1,0
293,Alexander Mattison,MIN,24,RB,17,0,18,15,83.30%,91,6.1,1,4,33.3,16,5.1,0.9,5.4,0
294,Kenyan Drake,BAL,28,RB,12,5,26,17,65.40%,89,5.2,1,7,34.6,15,3.4,1.4,7.4,1
295,Michael Bandy,LAC,25,WR,10,2,21,10,47.60%,89,8.9,0,5,33.3,25,4.2,1,8.9,0
296,Parker Hesse,ATL,27,TE,17,7,11,9,81.80%,89,9.9,0,6,81.8,22,8.1,0.5,5.2,0
297,Cam Sims,WAS,26,WR,17,3,18,8,44.40%,89,11.1,0,5,33.3,21,4.9,0.5,5.2,0
298,Ty Johnson,NYJ,25,RB,17,1,24,12,50.00%,88,7.3,0,3,25,16,3.7,0.7,5.2,0
299,C.J. Ham,MIN,29,FB,17,4,12,10,83.30%,86,8.6,0,7,83.3,17,7.2,0.6,5.1,0
300,Quintin Morris,BUF,23,TE,14,1,11,8,72.70%,84,10.5,1,6,63.6,26,7.6,0.6,6,1
301,Samori Toure,GNB,24,WR,11,2,10,5,50.00%,82,16.4,1,2,30,37,8.2,0.5,7.5,1
302,Kenny Golladay,NYG,29,WR,12,4,17,6,35.30%,81,13.5,1,4,35.3,25,4.8,0.5,6.8,0
303,Grant Calcaterra,PHI,24,TE,15,2,9,5,55.60%,81,16.2,0,3,44.4,40,9,0.3,5.4,0
304,Ko Kieft,TAM,24,TE,17,12,10,7,70.00%,80,11.4,1,5,70,19,8,0.4,4.7,0
305,Eric Tomlinson,DEN,30,TE,17,12,13,9,69.20%,79,8.8,2,5,69.2,18,6.1,0.5,4.6,0
306,Miles Sanders*,PHI,25,RB,17,15,26,20,76.90%,78,3.9,0,2,46.2,16,3,1.2,4.6,2
307,Kyle Philips,TEN,23,WR,4,0,13,8,61.50%,78,9.8,0,3,38.5,21,6,2,19.5,2
308,Marcus Jones+,NWE,24,DB,15,4,4,4,100.00%,78,19.5,1,3,75,48,19.5,0.3,5.2,1
309,Taysom Hill,NOR,32,TE/QB,16,8,13,9,69.20%,77,8.6,2,5,46.2,30,5.9,0.6,4.8,2
310,Javonte Williams,DEN,22,RB,4,4,22,16,72.70%,76,4.8,0,4,31.8,13,3.5,4,19,1
311,Kyren Williams,LAR,22,RB,10,0,12,9,75.00%,76,8.4,0,5,58.3,15,6.3,0.9,7.6,0
312,Jalen Virgil,DEN,24,WR,9,1,5,2,40.00%,75,37.5,1,2,40,66,15,0.2,8.3,1
313,Patrick Ricard*,BAL,28,FB,17,16,13,11,84.60%,74,6.7,0,1,61.5,19,5.7,0.6,4.4,0
314,Freddie Swain,2TM,24,WR,4,1,6,4,66.70%,74,18.5,0,3,50,52,12.3,1,18.5,1
315,Kevin White,NOR,30,WR,7,2,5,2,40.00%,74,37,0,2,40,64,14.8,0.3,10.6,0
316,Jamaal Williams,DET,27,RB,17,9,16,12,75.00%,73,6.1,0,4,37.5,17,4.6,0.7,4.3,3
317,Tre' McKitty,LAC,23,TE,17,8,18,10,55.60%,72,7.2,0,0,22.2,12,4,0.6,4.2,1
318,Reggie Gilliam,BUF,25,FB,15,4,10,8,80.00%,69,8.6,1,4,70,14,6.9,0.5,4.6,0
319,Andrew Beck,DEN,26,TE,13,4,11,5,45.50%,69,13.8,0,2,45.5,27,6.3,0.4,5.3,0
320,Mark Ingram,NOR,33,RB,10,3,18,16,88.90%,68,4.3,0,2,33.3,11,3.8,1.6,6.8,2
321,Marcedes Lewis,GNB,38,TE,17,17,7,6,85.70%,66,11,2,5,71.4,31,9.4,0.4,3.9,0
322,Chris Myarick,NYG,27,FB,16,8,8,7,87.50%,65,9.3,1,5,75,23,8.1,0.4,4.1,0
323,Armani Rogers,WAS,25,TE,11,3,6,5,83.30%,64,12.8,0,4,66.7,23,10.7,0.5,5.8,0
324,Jake Kumerow,BUF,30,WR,6,1,7,4,57.10%,64,16,0,4,57.1,39,9.1,0.7,10.7,0
325,Jalen Guyton,LAC,25,WR,3,0,4,2,50.00%,64,32,0,2,50,54,16,0.7,21.3,0
326,Malik Davis,DAL,24,RB,12,0,7,6,85.70%,63,10.5,0,5,85.7,18,9,0.5,5.3,0
327,James Proche,BAL,26,WR,15,0,17,8,47.10%,62,7.8,0,3,41.2,12,3.6,0.5,4.1,0
328,Trent Taylor,CIN,28,WR,16,1,10,6,60.00%,62,10.3,0,1,30,34,6.2,0.4,3.9,2
329,Avery Williams,ATL,24,RB,17,3,14,13,92.90%,61,4.7,0,3,35.7,10,4.4,0.8,3.6,1
330,Shane Zylstra,DET,26,TE,13,2,15,11,73.30%,60,5.5,4,6,46.7,14,4,0.8,4.6,0
331,Brian Robinson Jr.,WAS,23,RB,12,9,12,9,75.00%,60,6.7,1,3,50,18,5,0.8,5,2
332,Jamison Crowder,BUF,29,WR,4,0,13,6,46.20%,60,10,0,4,46.2,16,4.6,1.5,15,1
333,Mike Strachan,IND,25,WR,13,0,9,3,33.30%,59,19.7,0,3,33.3,23,6.6,0.2,4.5,0
334,Justice Hill,BAL,25,RB,15,0,12,12,100.00%,58,4.8,0,2,41.7,15,4.8,0.8,3.9,2
335,Geoff Swaim,TEN,29,TE,17,13,16,12,75.00%,58,4.8,1,4,37.5,13,3.6,0.7,3.4,0
336,D'Wayne Eskridge,SEA,25,WR,10,0,13,7,53.80%,58,8.3,0,4,30.8,16,4.5,0.7,5.8,0
337,Hassan Haskins,TEN,23,RB,15,1,12,11,91.70%,57,5.2,0,2,25,10,4.8,0.7,3.8,0
338,Brandon Bolden,LVR,32,RB,16,0,9,9,100.00%,57,6.3,1,2,44.4,18,6.3,0.6,3.6,0
339,Khalil Herbert,CHI,24,RB,13,1,12,9,75.00%,57,6.3,1,2,16.7,25,4.8,0.7,4.4,0
340,Tyler Kroft,SFO,30,TE,11,4,5,4,80.00%,57,14.3,0,2,80,28,11.4,0.4,5.2,0
341,Nick Vannett,2TM,29,TE,9,3,9,6,66.70%,55,9.2,0,1,55.6,15,6.1,0.7,6.1,0
342,Corey Clement,ARI,28,RB,9,1,7,5,71.40%,54,10.8,0,3,42.9,21,7.7,0.6,6,0
343,Cody Hollister,TEN,29,WR,11,3,5,3,60.00%,54,18,0,2,40,27,10.8,0.3,4.9,0
344,Sony Michel,LAC,27,RB,10,0,13,9,69.20%,53,5.9,0,1,38.5,9,4.1,0.9,5.3,0
345,Gunner Olszewski,PIT,26,WR,16,2,7,5,71.40%,53,10.6,0,1,42.9,31,7.6,0.3,3.3,2
346,James Robinson,2TM,24,RB,11,5,14,11,78.60%,51,4.6,2,5,50,10,3.6,1,4.6,1
347,Anthony Schwartz,CLE,22,WR,11,1,10,4,40.00%,51,12.8,0,2,30,19,5.1,0.4,4.6,1
348,Charlie Kolar,BAL,23,TE,2,0,6,4,66.70%,49,12.3,0,3,66.7,15,8.2,2,24.5,0
349,David Johnson,NOR,31,RB,5,0,4,4,100.00%,47,11.8,0,3,100,21,11.8,0.8,9.4,1
350,Chris Conley,2TM,30,WR,9,1,7,4,57.10%,46,11.5,0,2,57.1,27,6.6,0.4,5.1,0
351,Stephen Sullivan,CAR,26,TE,14,0,6,2,33.30%,46,23,0,2,33.3,33,7.7,0.1,3.3,0
352,Andre Baccellia,ARI,25,WR,8,0,10,7,70.00%,45,6.4,0,4,50,11,4.5,0.9,5.6,0
353,Michael Woods II,CLE,22,WR,10,0,10,5,50.00%,45,9,0,3,40,15,4.5,0.5,4.5,0
354,Tevin Coleman,SFO,29,RB,5,0,3,3,100.00%,44,14.7,1,2,66.7,30,14.7,0.6,8.8,0
355,J.K. Dobbins,BAL,24,RB,8,8,8,7,87.50%,42,6,1,3,62.5,20,5.3,0.9,5.3,0
356,Pierre Strong,NWE,24,RB,15,0,7,7,100.00%,42,6,0,3,42.9,16,6,0.5,2.8,0
357,Brandon Johnson,DEN,24,WR,7,1,14,6,42.90%,42,7,1,2,21.4,12,3,0.9,6,1
358,Chris Manhertz,JAX,30,TE,17,11,8,6,75.00%,42,7,0,2,37.5,21,5.3,0.4,2.5,0
359,Laquon Treadwell,SEA,27,WR,6,0,10,6,60.00%,42,7,0,3,30,17,4.2,1,7,0
360,John Brown,BUF,32,WR,3,0,2,1,50.00%,42,42,1,1,50,42,21,0.3,14,0
361,Julius Chestnut,TEN,22,RB,6,0,3,3,100.00%,41,13.7,0,1,66.7,33,13.7,0.5,6.8,0
362,Jameson Williams,DET,21,WR,6,0,9,1,11.10%,41,41,1,1,11.1,41,4.6,0.2,6.8,0
363,Jonathan Williams,WAS,28,RB,13,2,10,7,70.00%,40,5.7,0,2,30,21,4,0.5,3.1,0
364,Luke Farrell,JAX,25,TE,17,0,4,4,100.00%,40,10,0,3,75,15,10,0.2,2.4,0
365,Racey McMath,TEN,23,WR,5,0,8,2,25.00%,40,20,0,1,12.5,39,5,0.4,8,0
366,Zack Moss,2TM,25,RB,13,3,13,11,84.60%,39,3.5,0,2,38.5,8,3,0.8,3,1
367,Gary Brightwell,NYG,23,RB,17,0,8,5,62.50%,39,7.8,0,4,50,12,4.9,0.3,2.3,0
368,Chris Evans,CIN,25,RB,12,0,4,3,75.00%,38,12.7,1,2,50,26,9.5,0.3,3.2,0
369,Mike Thomas,CIN,28,WR,10,2,10,2,20.00%,38,19,0,1,10,33,3.8,0.2,3.8,0
370,Dax Milne,WAS,23,WR,15,1,7,6,85.70%,37,6.2,1,2,85.7,12,5.3,0.4,2.5,1
371,Malcolm Brown,LAR,29,RB,11,0,6,5,83.30%,37,7.4,0,2,50,13,6.2,0.5,3.4,0
372,Cole Beasley,2TM,33,WR,4,1,7,6,85.70%,35,5.8,0,1,42.9,9,5,1.5,8.8,0
373,Kendall Blanton,LAR,27,TE,4,0,2,2,100.00%,35,17.5,0,1,100,28,17.5,0.5,8.8,0
374,Royce Freeman,HOU,26,RB,4,1,8,6,75.00%,33,5.5,0,0,37.5,9,4.1,1.5,8.3,1
375,Tylan Wallace,BAL,23,WR,9,0,7,4,57.10%,33,8.3,0,1,42.9,12,4.7,0.4,3.7,0
376,Darrynton Evans,CHI,24,RB,6,0,1,1,100.00%,33,33,0,1,100,33,33,0.2,5.5,0
377,Deven Thompkins,TAM,23,WR,5,1,10,5,50.00%,32,6.4,0,1,20,13,3.2,1,6.4,1
378,Tony Jones,2TM,25,RB,6,0,8,5,62.50%,30,6,0,0,37.5,9,3.8,0.8,5,0
379,Tim Jones,JAX,24,WR,17,1,4,3,75.00%,30,10,0,1,75,20,7.5,0.2,1.8,0
380,Trayveon Williams,CIN,25,RB,8,0,3,2,66.70%,30,15,0,1,33.3,24,10,0.3,3.8,0
381,Jordan Wilkins,IND,28,RB,4,0,8,6,75.00%,29,4.8,0,1,25,10,3.6,1.5,7.3,0
382,Ronnie Rivers,LAR,23,RB,8,1,5,5,100.00%,29,5.8,0,1,80,14,5.8,0.6,3.6,0
383,Myles Gaskin,MIA,25,RB,4,0,6,4,66.70%,28,7,0,0,50,16,4.7,1,7,0
384,Kyle Rudolph,TAM,33,TE,9,0,5,3,60.00%,28,9.3,1,2,60,12,5.6,0.3,3.1,0
385,Tyrie Cleveland,DEN,25,WR,6,0,7,2,28.60%,28,14,0,1,28.6,16,4,0.3,4.7,0
386,D'Onta Foreman,CAR,26,RB,17,9,9,5,55.60%,26,5.2,0,1,22.2,23,2.9,0.3,1.5,1
387,Tyler Davis,GNB,25,TE,17,1,7,4,57.10%,26,6.5,0,1,14.3,23,3.7,0.2,1.5,0
388,Ryan Griffin,CHI,32,TE,15,0,8,4,50.00%,26,6.5,0,1,25,18,3.3,0.3,1.7,0
389,Ben Ellefson,MIN,26,TE,4,1,3,3,100.00%,26,8.7,0,2,66.7,12,8.7,0.8,6.5,0
390,Jaelon Darden,2TM,23,WR,14,0,2,2,100.00%,26,13,0,1,50,25,13,0.1,1.9,0
391,Trevon Wesco,CHI,27,TE,14,1,4,2,50.00%,26,13,0,1,25,23,6.5,0.1,1.9,0
392,Daylen Baldwin,CLE,23,WR,1,0,2,2,100.00%,25,12.5,0,2,100,15,12.5,2,25,0
393,Simi Fehoko,DAL,25,WR,5,0,4,3,75.00%,24,8,0,1,50,12,6,0.6,4.8,0
394,Dezmon Patmon,IND,24,WR,1,0,6,2,33.30%,24,12,0,1,33.3,17,4,2,24,0
395,Dareke Young,SEA,23,WR,13,0,2,2,100.00%,24,12,0,2,100,12,12,0.2,1.8,0
396,Tyler Badie,DEN,22,RB,1,0,1,1,100.00%,24,24,1,1,100,24,24,1,24,0
397,Cole Turner,WAS,22,TE,10,2,9,2,22.20%,23,11.5,0,1,11.1,18,2.6,0.2,2.3,0
398,Ronald Jones II,KAN,25,RB,6,0,1,1,100.00%,22,22,0,1,100,22,22,0.2,3.7,0
399,Keaontay Ingram,ARI,23,RB,12,0,5,4,80.00%,21,5.3,0,1,20,24,4.2,0.3,1.8,0
400,Andy Isabella,2TM,26,WR,5,0,5,2,40.00%,21,10.5,0,2,40,11,4.2,0.4,4.2,0
401,Cade Johnson,SEA,24,WR,3,0,4,2,50.00%,21,10.5,0,2,50,11,5.3,0.7,7,0
402,Kene Nwangwu,MIN,24,RB,17,0,2,2,100.00%,21,10.5,0,1,100,16,10.5,0.1,1.2,0
403,Penny Hart,SEA,26,WR,9,0,4,3,75.00%,20,6.7,0,1,25,15,5,0.3,2.2,0
404,Blake Bell,KAN,31,TE,3,1,2,2,100.00%,20,10,1,1,50,17,10,0.7,6.7,0
405,Lil'Jordan Humphrey,NWE,24,WR,6,2,4,2,50.00%,20,10,0,0,50,11,5,0.3,3.3,0
406,Keke Coutee,IND,25,WR,8,0,1,1,100.00%,20,20,0,0,100,20,20,0.1,2.5,4
407,Phillip Lindsay,IND,28,RB,3,0,8,6,75.00%,19,3.2,0,0,25,7,2.4,2,6.3,0
408,Troy Hairston,HOU,24,TE,16,5,8,5,62.50%,19,3.8,0,0,25,7,2.4,0.3,1.2,0
409,Jesper Horsted,LVR,25,WR,15,0,4,3,75.00%,19,6.3,0,0,25,9,4.8,0.2,1.3,0
410,Ke'Shawn Vaughn,TAM,25,RB,15,0,4,3,75.00%,19,6.3,0,1,25,11,4.8,0.2,1.3,0
411,Maxx Williams,ARI,28,TE,11,1,3,3,100.00%,18,6,0,0,100,7,6,0.3,1.6,0
412,Keith Kirkwood,NOR,28,WR,5,1,4,2,50.00%,18,9,0,1,25,14,4.5,0.4,3.6,0
413,Stone Smartt,LAC,24,TE,7,1,5,4,80.00%,17,4.3,0,1,20,8,3.4,0.6,2.4,0
414,Braylon Sanders,MIA,23,WR,3,0,3,2,66.70%,17,8.5,0,0,33.3,13,5.7,0.7,5.7,1
415,Benny Snell Jr.,PIT,24,RB,17,0,2,2,100.00%,17,8.5,0,1,50,11,8.5,0.1,1,0
416,Patrick Taylor,GNB,24,RB,14,0,1,1,100.00%,17,17,0,1,100,17,17,0.1,1.2,0
417,Juwann Winfree,GNB,26,WR,3,0,4,1,25.00%,17,17,0,1,25,17,4.3,0.3,5.7,0
418,Rashaad Penny,SEA,26,RB,5,5,5,4,80.00%,16,4,0,2,60,6,3.2,0.8,3.2,1
419,Dennis Houston,DAL,23,WR,2,0,6,2,33.30%,16,8,0,0,16.7,11,2.7,1,8,0
420,Boston Scott,PHI,27,RB,15,2,6,5,83.30%,15,3,0,0,16.7,5,2.5,0.3,1,0
421,Bryan Edwards,ATL,24,WR,7,1,5,3,60.00%,15,5,0,0,20,10,3,0.4,2.1,0
422,Ty Montgomery,NWE,29,WR,1,0,4,3,75.00%,15,5,1,1,25,7,3.8,3,15,0
423,Quintez Cephus,DET,24,WR,4,1,3,2,66.70%,15,7.5,0,1,66.7,9,5,0.5,3.8,0
424,Frank Darby,ATL,25,WR,5,0,1,1,100.00%,15,15,0,1,100,15,15,0.2,3,0
425,Ihmir Smith-Marsette,2TM,23,WR,8,0,4,1,25.00%,15,15,0,0,25,15,3.8,0.1,1.9,1
426,Larry Rountree,LAC,23,RB,4,0,2,2,100.00%,14,7,0,1,50,13,7,0.5,3.5,0
427,Nsimba Webster,CHI,26,WR,2,0,3,2,66.70%,14,7,0,1,66.7,8,4.7,1,7,1
428,Isaiah Spiller,LAC,21,RB,6,0,3,3,100.00%,13,4.3,0,0,33.3,8,4.3,0.5,2.2,0
429,Deonte Harty,NOR,25,WR,4,0,2,2,100.00%,13,6.5,0,0,50,9,6.5,0.5,3.3,1
430,Austin Trammell,LAR,24,WR,6,0,4,2,50.00%,13,6.5,0,1,50,8,3.3,0.3,2.2,0
431,Jalen Tolbert,DAL,23,WR,8,1,3,2,66.70%,12,6,0,0,33.3,8,4,0.3,1.5,0
432,Jake Gervase,LAR,27,LB,14,0,1,1,100.00%,12,12,0,1,100,12,12,0.1,0.9,0
433,Derek Watt,PIT,30,FB,17,3,5,5,100.00%,11,2.2,1,1,40,5,2.2,0.3,0.6,0
434,Miles Boykin,PIT,26,WR,16,1,3,2,66.70%,11,5.5,0,1,33.3,11,3.7,0.1,0.7,0
435,Michael Burton,KAN,30,RB,17,0,3,2,66.70%,11,5.5,0,0,33.3,9,3.7,0.1,0.6,0
436,Anthony McFarland Jr.,PIT,24,RB,1,0,2,2,100.00%,11,5.5,0,1,50,12,5.5,2,11,0
437,Sean McKeon,DAL,25,TE,13,0,3,2,66.70%,11,5.5,0,1,33.3,10,3.7,0.2,0.8,0
438,Jakob Johnson,LVR,28,FB,17,9,6,5,83.30%,10,2,0,0,0,5,1.7,0.3,0.6,0
439,Spencer Brown,CAR,24,RB,2,0,4,2,50.00%,10,5,0,0,25,9,2.5,1,5,0
440,Danny Gray,SFO,23,WR,13,0,7,1,14.30%,10,10,0,1,14.3,10,1.4,0.1,0.8,0
441,Darrel Williams,ARI,27,RB,6,0,8,4,50.00%,9,2.3,0,0,12.5,6,1.1,0.7,1.5,0
442,Stephen Anderson,ARI,29,TE,16,0,7,3,42.90%,9,3,0,0,14.3,6,1.3,0.2,0.6,0
443,Adam Prentice,NOR,25,FB,11,2,3,3,100.00%,9,3,0,1,33.3,4,3,0.3,0.8,1
444,Penei Sewell*,DET,22,RT,17,17,1,1,100.00%,9,9,0,1,100,9,9,0.1,0.5,0
445,KaVontae Turpin*,DAL,26,WR,17,0,2,1,50.00%,9,9,0,0,50,9,4.5,0.1,0.5,3
446,Zander Horvath,LAC,24,FB,15,2,8,5,62.50%,8,1.6,2,2,37.5,5,1,0.3,0.5,0
447,Trestan Ebner,CHI,23,RB,17,0,8,2,25.00%,8,4,0,0,25,6,1,0.1,0.5,2
448,Demetric Felton,CLE,24,WR,8,2,4,2,50.00%,8,4,0,0,25,5,2,0.3,1,1
449,Salvon Ahmed,MIA,24,RB,12,0,1,1,100.00%,8,8,0,0,100,8,8,0.1,0.7,0
450,Tyron Johnson,2TM,26,WR,4,1,1,1,100.00%,8,8,0,0,100,8,8,0.3,2,0
451,Jeremy Ruckert,NYJ,22,TE,9,0,2,1,50.00%,8,8,0,0,50,8,4,0.1,0.9,0
452,Keith Smith,ATL,30,WR,17,6,2,1,50.00%,8,8,0,0,50,8,4,0.1,0.5,0
453,J.J. Taylor,NWE,24,RB,1,0,1,1,100.00%,8,8,0,0,100,8,8,1,8,0
454,D'Ernest Johnson,CLE,26,RB,15,0,3,3,100.00%,7,2.3,0,0,33.3,7,2.3,0.2,0.5,0
